Brand,2G,3G,4G,5G,Announced,Status,Weight,Length,Width,Diameter,Display Type,Display Size,PPI,Body Ratio,OS,Battery Capacity,Price,CPU,Ratio,Pixel,WLAN,Colors,Sensors,Bluetooth,GPU,LoudSpeaker,3.5mm Jack,Chipset,Network,Card Slot,RAM,Storage
Samsung,True,True,True,True,2022.0,Available,198.0,165.4,76.9,9.4,TFT LCD,6.6,400.0,20:9,Android,5000.0,,Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),20:9,400.0,Wifi,"Green, Blue, Brown",Virtual Proximity Sensing,5.1,Mali-G68,True,True,Exynos 1280 (5 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,True,2022.0,Available,198.0,165.5,77.0,8.4,TFT LCD,6.6,400.0,20:9,Android,5000.0,,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),20:9,400.0,Wifi,"Deep Green, Light Blue, Orange Copper",Virtual Proximity Sensing,5.0,Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),GSM / HSPA / LTE / 5G,True,4GB,64GB
Samsung,True,True,True,False,2022.0,Available,195.0,165.4,76.9,8.4,PLS LCD,6.6,400.0,20:9,Android,5000.0,89.99,Octa-core (4x2.4 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver),20:9,400.0,Wifi,"Black, White, Peach, Blue",Virtual proximity sensing,5.0,Adreno 610,True,True,Qualcomm SM6225 Snapdragon 680 4G (6 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2022.0,Available,195.0,165.1,76.4,8.8,PLS LCD,6.6,400.0,20:9,Android,5000.0,105.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,400.0,Wifi,"Black, White, Peach, Blue",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,3GB,32GB
Samsung,True,True,True,True,2022.0,Available,228.0,163.3,77.9,8.9,Dynamic AMOLED 2X,6.8,500.0,3:9,Android,5000.0,469.99,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - EuropeOcta-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) - ROW,3:9,500.0,Wifi,"Phantom Black, White, Burgundy, Green, Graphite, Red, Sky Blue, Bora Purple","Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support",5.2,Xclipse 920 - EuropeAdreno 730 - ROW,True,True,Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,195.0,157.4,75.8,7.6,Dynamic AMOLED 2X,6.6,393.0,5:9,Android,4500.0,359.94,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - EuropeOcta-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) - ROW,5:9,393.0,Wifi,"Phantom Black, White, Pink Gold, Green, Graphite, Sky Blue, Violet, Cream, Bora Purple","Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support",5.2,Xclipse 920 - EuropeAdreno 730 - ROW,True,True,Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,167.0,146.0,70.6,7.6,Dynamic AMOLED 2X,6.1,425.0,5:9,Android,3700.0,274.48,Octa-core (1x2.8 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510) - EuropeOcta-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510) - ROW,5:9,425.0,Wifi,"Phantom Black, White, Pink Gold, Green, Graphite, Sky Blue, Violet, Cream, Bora Purple","Samsung DeX, Samsung Wireless DeX (desktop experience support)",5.2,Xclipse 920 - EuropeAdreno 730 - ROW,True,True,Exynos 2200 (4 nm) - EuropeQualcomm SM8450 Snapdragon 8 Gen 1 (4 nm) - ROW,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,726.0,326.4,208.6,5.5,Super AMOLED,14.6,240.0,16:10,Android,11200.0,1265.0,Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),16:10,240.0,Wifi,Graphite,Wireless Samsung DeX,5.2,Adreno 730,True,True,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),GSM / HSPA / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,567.0,285.0,185.0,5.7,Super AMOLED,12.4,266.0,16:10,Android,10090.0,1045.0,Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),16:10,266.0,Wifi,"Graphite, Silver, Pink Gold",Wireless Samsung DeX,5.2,Adreno 730,True,True,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),GSM / HSPA / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,503.0,253.8,165.3,6.3,TFT LCD,11.0,274.0,16:10,Android,8000.0,1034.0,Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),16:10,274.0,Wifi,"Graphite, Silver, Pink Gold",Wireless Samsung DeX,5.2,Adreno 730,True,True,Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm),GSM / HSPA / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2022.0,Available,177.0,155.7,74.5,7.9,Dynamic AMOLED 2X,6.4,403.0,5:9,Android,4500.0,190.39,Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - Version 1Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - Version 2,5:9,403.0,Wifi,"White, Graphite, Lavender, Olive",Samsung DeX (desktop experience support),5.0,Adreno 660 - Version 1Mali-G78 MP14 - Version 2,True,True,Qualcomm SM8350 Snapdragon 888 5G (5 nm) - Version 1Exynos 2100 (5 nm) - Version 2,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,508.0,246.8,161.9,6.9,TFT LCD,10.5,216.0,16:10,Android,7040.0,253.00000000000003,Octa-core (2x2.0 GHz Cortex-A75 & 6x2.0 GHz Cortex-A55),16:10,216.0,Wifi,"Gray, Silver, Pink Gold",,5.0,Mali G52 MP2,True,True,Unisoc Tiger T618 (12 nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,True,2021.0,Available,195.0,164.5,76.5,8.8,PLS LCD,6.5,270.0,20:9,Android,5000.0,82.7,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),20:9,270.0,Wifi,Black,Virtual proximity sensing,5.0,Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),GSM / HSPA / LTE / 5G,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,89.97,Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),20:9,270.0,Wifi,"Black, Blue, Red",,5.0,Mali-G57 MP1,True,True,Unisoc T606 (12 nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,False,2021.0,Available,211.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,59.99,Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),20:9,270.0,Wifi,"Black, Blue",,4.2,IMG8322,True,True,Unisoc SC9863A (28nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,True,2021.0,Available,203.0,167.2,76.4,9.0,TFT LCD,6.6,400.0,20:9,Android,5000.0,264.0,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),20:9,400.0,Wifi,"Matte Aqua, Matte Black",,5.0,Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,True,2021.0,Available,173.0,164.2,76.4,7.4,Super AMOLED Plus,6.7,393.0,20:9,Android,5000.0,,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),20:9,393.0,Wifi,"Icy Blue, Blazing Black, White",,5.0,Adreno 642L,True,True,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,186.0,159.9,74.0,8.4,Super AMOLED,6.4,274.0,20:9,Android,5000.0,176.0,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),20:9,274.0,Wifi,"Black, White, Light Blue",,5.0,Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,True,2021.0,Available,205.0,164.2,76.1,9.1,TFT LCD,6.5,270.0,20:9,Android,5000.0,242.00000000000003,Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Slate Black, Sky Blue",Virtual proximity sensing,5.0,Mali-G57 MC3,True,True,Mediatek Dimensity 720 (7 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,81.15,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),20:9,270.0,Wifi,"Black, Blue, White",,5.0,PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,True,2021.0,Available,189.0,159.9,75.1,8.4,Super AMOLED,6.5,405.0,20:9,Android,4500.0,399.99,Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55),20:9,405.0,Wifi,"Awesome Black, Awesome White, Awesome Purple, Awesome Mint",Virtual Proximity Sensing,5.0,Adreno 642L,True,True,Qualcomm SM7325 Snapdragon 778G 5G (6 nm),GSM / HSPA / LTE / 5G,True,4GB,128GB
Samsung,True,True,True,True,2021.0,Available,271.0,158.2,128.1,6.4,Foldable Dynamic AMOLED 2X,7.6,,25:9,Android,4400.0,362.0,Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),25:9,,Wifi,"Phantom Black, Phantom Silver, Phantom Green, Thom Browne Edition, Wooyoungmi Edition",Samsung DeX (desktop experience support)Ultra Wideband (UWB) support,5.2,Adreno 660,True,True,Qualcomm SM8350 Snapdragon 888 5G (5 nm),GSM / CDMA / HSPA / EVDO / LTE / 5G,True,12GB,256GB
Samsung,True,True,True,True,2021.0,Available,183.0,166.0,72.2,6.9,Foldable Dynamic AMOLED 2X,6.7,,,Android,3300.0,189.8,Octa-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),,,Wifi,"Phantom Black, Green, Lavender, Cream, White, Pink, Gray, Thom Browne Edition, Bespoke Edition, Wooyoungmi Edition, Dream White",,5.1,Adreno 660,True,True,Qualcomm SM8350 Snapdragon 888 5G (5 nm),GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,False,2021.0,Available,52.0,45.5,45.5,11.0,Super AMOLED,1.4,321.0,,Android,361.0,99.99,Dual-core 1.18 GHz Cortex-A55,,321.0,Wifi,"Black, Silver, Thom Browne Edition, Bespoke Edition",,5.0,Mali-G68,True,True,Exynos W920 (5 nm),GSM / HSPA / LTE,True,5GB,16GB
Samsung,True,True,True,False,2021.0,Available,30.3,44.4,43.3,9.8,Super AMOLED,1.4,321.0,,Android,361.0,,Dual-core 1.18 GHz Cortex-A55,,321.0,Wifi,"Black, Pink Gold, Silver, Green, Thom Browne Edition, Bespoke Edition, PXG Golf Edition",,5.0,Mali-G68,True,True,Exynos W920 (5 nm),GSM / HSPA / LTE,True,5GB,16GB
Samsung,True,True,True,False,2021.0,Available,205.0,164.0,75.8,8.9,PLS LCD,6.5,270.0,20:9,Android,5000.0,176.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Black, Blue, White",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,205.0,164.0,75.8,8.9,PLS LCD,6.5,270.0,20:9,Android,5000.0,139.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Black, Blue, Red",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,3GB,32GB
Samsung,True,True,True,False,2021.0,Available,192.0,159.0,75.1,9.0,Super AMOLED,6.4,403.0,5:9,Android,6000.0,143.0,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),5:9,403.0,Wifi,"Charcoal Black, Arctic Blue",,5.0,Mali-G72 MP3,True,True,Exynos 9611 (10nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,203.0,160.0,74.0,9.4,Super AMOLED,6.4,274.0,20:9,Android,6000.0,187.00000000000003,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),20:9,274.0,Wifi,"Denim Black, Denim Blue",Virtual Proximity Sensing,5.0,Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,180.0,159.3,74.0,8.4,Super AMOLED,6.4,411.0,20:9,Android,5000.0,,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),20:9,411.0,Wifi,"Black, Light Blue",Virtual proximity sensing,5.0,Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,True,2021.0,Available,203.0,167.2,76.4,9.0,TFT LCD,6.6,399.0,20:9,Android,5000.0,99.99,Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),20:9,399.0,Wifi,"Gray, White, Mint, Violet",,5.0,Mali-G57 MC2,True,True,Mediatek Dimensity 700 (7 nm),GSM / HSPA / LTE / 5G,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,186.0,159.3,73.6,8.4,Super AMOLED,6.4,274.0,20:9,Android,5000.0,210.0,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),20:9,274.0,Wifi,"Black, White, Mint, Violet",Virtual proximity sensing,5.0,Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,366.0,212.5,124.7,8.0,TFT LCD,8.7,179.0,5:3,Android,5100.0,117.95,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),5:3,179.0,Wifi,"Gray, Silver",,5.0,PowerVR GE8320,True,True,Mediatek MT8768T Helio P22T (12 nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,True,2021.0,Available,608.0,284.8,185.0,6.3,TFT LCD,12.4,243.0,16:10,Android,10090.0,715.0000000000001,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570) - 5G modelOcta-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55) - Wi-Fi model,16:10,243.0,Wifi,"Mystic Black, Mystic Silver, Mystic Green, Mystic Pink",Samsung DeX,5.2,Adreno 619 - 5G modelAdreno 642L - Wi-Fi model,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm) - 5G modelQualcomm SM7325 Snapdragon 778G 5G (6 nm) - Wi-Fi model,GSM / HSPA / LTE / 5G,True,4GB,64GB
Samsung,True,True,True,True,2021.0,Available,199.0,164.6,76.3,8.7,TFT LCD,6.6,400.0,20:9,Android,4500.0,286.0,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),20:9,400.0,Wifi,"White, Black",,5.0,Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),GSM / HSPA / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2021.0,Available,190.0,164.4,75.9,8.6,Super AMOLED,6.6,266.0,20:9,Android,5000.0,242.00000000000003,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),20:9,266.0,Wifi,"Prism Dot Black, Prism Dot Gray",Virtual proximity sensing,5.0,Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,212.0,164.0,75.9,9.7,PLS LCD,6.5,270.0,20:9,Android,5000.0,219.99,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Black, Blue, Green",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,3GB,32GB
Samsung,True,True,True,True,2021.0,Available,176.0,161.9,73.8,8.1,Dynamic AMOLED 2X,6.7,,,Android,4500.0,572.0,Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),,,Wifi,"Black, White, Violet",,5.0,Adreno 640 (700 MHz),True,True,"Qualcomm SM8150 Snapdragon 855+ (7 nm), QRNG security chipset",GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,221.0,164.0,75.9,9.7,PLS LCD,6.5,270.0,20:9,Android,6000.0,143.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Sea Green, Sky Blue, Celestial Black",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,110.00000000000001,Octa-core 1.8 GHz Cortex-A53,20:9,270.0,Wifi,"Ceramic Blue, Ceramic White, Ceramic Black",,4.2,Adreno 506,True,True,Qualcomm SDM450 Snapdragon 450 (14 nm),GSM / HSPA / LTE,True,3GB,32GB
Samsung,True,True,True,False,2021.0,Available,203.0,165.0,77.4,8.4,Super AMOLED,6.7,394.0,20:9,Android,5000.0,789.99,Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),20:9,394.0,Wifi,"Awesome Black, Awesome White, Awesome Violet, Awesome Blue",Virtual proximity sensing,5.0,Adreno 618,True,True,Qualcomm SM7125 Snapdragon 720G (8 nm),GSM / HSPA / LTE,True,6GB,128GB
Samsung,True,True,True,True,2021.0,Available,189.0,159.9,75.1,8.4,Super AMOLED,6.5,407.0,20:9,Android,4500.0,149.95,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),20:9,407.0,Wifi,"Awesome Black, Awesome White, Awesome Violet, Awesome Blue",Virtual proximity sensing,5.0,Adreno 619,True,True,Qualcomm SM7225 Snapdragon 750G 5G (8 nm),GSM / HSPA / LTE / 5G,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,189.0,159.9,75.1,8.4,Super AMOLED,6.5,407.0,20:9,Android,4500.0,168.79,Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver),20:9,407.0,Wifi,"Awesome Black, Awesome White, Awesome Violet, Awesome Blue",Virtual proximity sensing,5.0,Adreno 618,True,True,Qualcomm SM7125 Snapdragon 720G (8 nm),GSM / HSPA / LTE,True,4GB,128GB
Samsung,True,True,True,False,2021.0,Available,172.0,147.1,71.6,9.2,PLS LCD,5.3,311.0,5:9,Android,3000.0,,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),5:9,311.0,Wifi,Black,,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,184.0,158.9,73.6,8.4,Super AMOLED,6.4,411.0,20:9,Android,5000.0,319.99,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),20:9,411.0,Wifi,"Awesome Black, Awesome White, Awesome Blue, Awesome Violet",Virtual proximity sensing,5.0,Mali-G52 MC2,True,True,Mediatek MT6769V/CU Helio G80 (12 nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,218.0,163.9,76.3,9.5,Super AMOLED Plus,6.7,393.0,20:9,Android,7000.0,,Octa-core (2x2.73 GHz Exynos M4 & 2x2.40 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55),20:9,393.0,Wifi,"Laser Green, Laser Gray, Laser Blue",,5.0,Mali-G76 MP12,True,True,Exynos 9825 (7 nm),GSM / HSPA / LTE,True,8GB,128GB
Samsung,True,True,True,False,2021.0,Available,218.0,163.9,76.3,9.5,Super AMOLED Plus,6.7,393.0,20:9,Android,7000.0,297.0,Octa-core (2x2.73 GHz Exynos M4 & 2x2.40 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55),20:9,393.0,Wifi,"Laser Green, Laser Gray, Laser Blue",,5.0,Mali-G76 MP12,True,True,Exynos 9825 (7 nm),GSM / HSPA / LTE,True,6GB,128GB
Samsung,True,True,True,False,2021.0,Available,221.0,164.0,75.9,9.7,PLS LCD,6.5,270.0,20:9,Android,6000.0,143.0,Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Attractive Black, Elegant Blue, Trendy Emerald Green",Virtual proximity sensing,5.0,Mali-G52,True,True,Exynos 850 (8nm),GSM / HSPA / LTE,True,4GB,64GB
Samsung,True,True,True,True,2021.0,Available,227.0,165.1,75.6,8.9,Dynamic AMOLED 2X,6.8,515.0,20:9,Android,5000.0,315.0,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,20:9,515.0,Wifi,"Phantom Black, Phantom Silver, Phantom Titanium, Phantom Navy, Phantom Brown, Navy","Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support",5.2,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,True,True,Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,12GB,128GB
Samsung,True,True,True,True,2021.0,Available,200.0,161.5,75.6,7.8,Dynamic AMOLED 2X,6.7,394.0,20:9,Android,4800.0,252.69,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,20:9,394.0,Wifi,"Phantom Black, Phantom Silver, Phantom Violet, Phantom Pink, Phantom Gold, Phantom Red","Samsung DeX, Samsung Wireless DeX (desktop experience support)Ultra Wideband (UWB) support",5.0,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,True,True,Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2021.0,Available,169.0,151.7,71.2,7.9,Dynamic AMOLED 2X,6.2,421.0,20:9,Android,4000.0,196.53,Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - InternationalOcta-core (1x2.84 GHz Cortex-X1 & 3x2.42 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55) - USA/China,20:9,421.0,Wifi,"Phantom Gray, Phantom White, Phantom Violet, Phantom Pink","Samsung DeX, Samsung Wireless DeX (desktop experience support)",5.0,Mali-G78 MP14 - InternationalAdreno 660 - USA/China,True,True,Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm) - USA/China,GSM / CDMA / HSPA / EVDO / LTE / 5G,True,8GB,128GB
Samsung,True,True,True,True,2021.0,Available,205.0,164.2,76.1,9.1,TFT LCD,6.5,270.0,20:9,Android,5000.0,108.0,Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),20:9,270.0,Wifi,"Awesome Black, Awesome White, Awesome Blue, Awesome Violet",Virtual proximity sensing,5.0,Mali-G57 MC3,True,True,Mediatek Dimensity 720 (7 nm),GSM / CDMA / HSPA / LTE / 5G,True,4GB,64GB
Samsung,True,True,True,False,2021.0,Available,196.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,110.00000000000001,Octa-core 1.8 GHz Cortex-A53,20:9,270.0,Wifi,"Black, Blue, Red",,,Adreno 506,True,True,Qualcomm SDM450 Snapdragon 450 (14 nm),GSM / HSPA / LTE,True,3GB,32GB
Samsung,True,True,True,False,2020.0,Available,205.0,164.0,75.8,8.9,PLS LCD,6.5,270.0,20:9,Android,5000.0,81.48,Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),20:9,270.0,Wifi,"Black, White, Blue, Red",Virtual proximity sensing,5.0,PowerVR GE8320,True,True,Mediatek MT6765 Helio P35 (12nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,False,2021.0,Available,206.0,164.0,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,88.0,Quad-core 1.5 GHz Cortex-A53,20:9,270.0,Wifi,"Black, Gray, Blue, Red",Virtual proximity sensing,5.0,PowerVR GE8100,True,True,Mediatek MT6739W (28 nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,False,2021.0,Available,206.0,164.0,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,79.99,Quad-core 1.5 GHz Cortex-A53,20:9,270.0,Wifi,"Black, Blue",Virtual proximity sensing,5.1,PowerVR GE8100,True,True,Mediatek MT6739W (28 nm),GSM / HSPA / LTE,True,2GB,32GB
Samsung,True,True,True,False,2020.0,Available,196.0,164.2,75.9,9.1,PLS LCD,6.5,270.0,20:9,Android,5000.0,72.19,Octa-core 1.8 GHz Cortex-A53,20:9,270.0,Wifi,"Black, White, Red, Blue",,4.2,Adreno 506,True,True,Qualcomm SDM450 Snapdragon 450 (14 nm),GSM / HSPA / LTE,True,1GB,16GB
